x1_original,x1_envelope,x1_triangle,x1_square,x2_original,x2_envelope,x2_triangle,x2_square,v1_original,v1_envelope,v1_triangle,v1_square,v2_original,v2_envelope,v2_triangle,v2_square,a1_original,a1_envelope,a1_triangle,a1_square,a2_original,a2_envelope,a2_triangle,a2_square
0.0009424125,0.008200362,0.00141895,3.5396137e-05,-0.00030044676,0.0070021627,-0.0004127554,0.00041287724,-0.014331426,-0.0069729714,-0.021506716,-0.00823308,0.008142731,0.015449954,0.012227754,0.0044087735,-0.021845909,-0.014854254,-0.032429073,0.0035749478,0.012432942,0.019816995,0.018481318,-0.0039609615
0.0007998514,0.008066446,0.0012044592,6.9138187e-06,-0.00021897248,0.0070959134,-0.00028268967,0.00042906543,-0.014352482,-0.006990405,-0.02152541,-0.008289031,0.008141172,0.0154461395,0.012220515,0.004429589,-0.018110434,-0.011179151,-0.02699002,0.004264399,0.010171091,0.017554022,0.015123487,-0.0044114413
0.0006517198,0.007931645,0.0009820944,1.0161486e-05,-0.00013236585,0.0071895043,-0.00015689744,0.0004225674,-0.01456411,-0.0072015254,-0.02185534,-0.008221729,0.008278633,0.0155884605,0.012416209,0.004387175,-0.014271583,-0.0074259453,-0.021358484,0.004123186,0.007869554,0.015249578,0.011700423,-0.0042777546
0.00047148694,0.007758909,0.0007160297,8.329263e-05,-4.647707e-06,0.007313682,2.5930727e-05,0.00038015228,-0.014774441,-0.0074405354,-0.02222525,-0.008464798,0.008443677,0.01575102,0.012635436,0.004551817,-0.009488434,-0.0026628897,-0.014168419,0.0021547978,0.0048454897,0.012237629,0.007220993,-0.0030222558
0.0002875058,0.007581055,0.00044354395,0.00010040979,0.00011820262,0.0074337246,0.00020427295,0.00037214457,-0.014831762,-0.0075377263,-0.022358064,-0.008657053,0.008499544,0.015801465,0.012695213,0.004678831,-0.00468374,0.002329557,-0.006853557,0.0017068232,0.0018688024,0.009172852,0.0026087144,-0.0027093403
0.00014069097,0.007447175,0.00023132275,6.028863e-05,0.00019724164,0.0075239507,0.00033085677,0.0003952008,-0.014784587,-0.0074988734,-0.02228809,-0.00866534,0.008462351,0.015773052,0.0126403095,0.004676374,-0.0010070234,0.0062324065,-0.001228079,0.002786145,-0.0003647192,0.006853414,-0.00090613007,-0.0033413265
-4.9056725e-05,0.007276721,-4.5443092e-05,3.8918603e-05,0.00029942405,0.007644114,0.00048333767,0.00040276058,-0.0149691785,-0.007652064,-0.022549806,-0.008522639,0.008555874,0.01588652,0.012799501,0.0045784283,0.0037794483,0.011086598,0.00588763,0.0033088252,-0.0032994763,0.003934898,-0.00537033,-0.0036470168
-0.0001569286,0.0071742823,-0.00020859047,-2.0130188e-05,0.0003674133,0.007725776,0.0005848712,0.00043901353,-0.014658107,-0.0073246527,-0.022079546,-0.008786025,0.008315141,0.015675273,0.012478877,0.0047299974,0.006575275,0.013923976,0.010136591,0.0048499606,-0.0050516147,0.002245003,-0.008048308,-0.0046182876
-0.00029298576,0.0070474963,-0.0004149328,-7.418252e-05,0.00044264036,0.007813897,0.0006925686,0.00046892033,-0.014782422,-0.0074237958,-0.022240818,-0.008656394,0.008355834,0.015740095,0.012545227,0.0046349987,0.01000498,0.017440258,0.015342243,0.006188435,-0.0071401736,0.00020463299,-0.011224562,-0.005499205
-0.00031376322,0.0070232484,-0.00044662663,-0.0001893584,0.0004607267,0.007828988,0.0007166707,0.0005469384,-0.014766488,-0.007407991,-0.022214735,-0.008925735,0.008294121,0.015680272,0.0124446815,0.0047932463,0.0105289845,0.017972685,0.016060192,0.009180099,-0.007512372,-0.00012626313,-0.0117549915,-0.007419192
-0.00046482426,0.006883379,-0.00067575014,-0.00021296405,0.00054588425,0.007915489,0.0008321256,0.0005583426,-0.015005892,-0.007622811,-0.022554012,-0.008581832,0.00843173,0.015826818,0.012623446,0.0045785494,0.014391676,0.021850357,0.02171583,0.009754704,-0.0098561505,-0.0024910234,-0.015244302,-0.0077746743
-0.00052682095,0.006827818,-0.0007721403,-0.0002928192,0.00058521435,0.007955731,0.0008826326,0.00060997385,-0.0147672,-0.0073555065,-0.022156157,-0.008744483,0.008238525,0.015641453,0.012318544,0.004674416,0.01614468,0.02347171,0.024114175,0.011960633,-0.01093248,-0.003586159,-0.016740778,-0.009152319
-0.00063188135,0.0067304457,-0.00093562505,-0.0003463408,0.000646058,0.008025758,0.00097217824,0.0006417248,-0.0145472735,-0.007121701,-0.021786805,-0.008763598,0.008080113,0.015495574,0.01207275,0.00467851,0.018929712,0.026277209,0.028430045,0.0134766605,-0.012618909,-0.0053452663,-0.019316327,-0.010075308
-0.0006492786,0.0067134723,-0.0009664212,-0.0004412507,0.00066144555,0.008045067,0.000995418,0.00070585957,-0.014274414,-0.0068626544,-0.021394614,-0.009055586,0.007892142,0.015308946,0.011777892,0.0048537324,0.01939139,0.026915457,0.029436931,0.016077587,-0.012959354,-0.0057285903,-0.019936912,-0.011685568
-0.0007308731,0.006632788,-0.0010934124,-0.000500327,0.0007125685,0.0081062615,0.0010740876,0.0007433255,-0.013770803,-0.006375202,-0.020683125,-0.009162677,0.0075771096,0.014999116,0.011303016,0.004899423,0.02145754,0.029159036,0.03277949,0.017595075,-0.014279445,-0.0070632724,-0.02197521,-0.012646477
-0.00080410345,0.0065634716,-0.0012039761,-0.0005634682,0.0007588924,0.008160711,0.0011454595,0.00078243954,-0.013153702,-0.005762969,-0.019799488,-0.009331546,0.007186076,0.014612605,0.01072162,0.0049783303,0.023295222,0.031000221,0.035580587,0.019194642,-0.015443032,-0.008207704,-0.023719002,-0.0136793135
-0.00082370517,0.006549973,-0.0012372787,-0.0006418169,0.00076972647,0.008179125,0.0011659781,0.00083297177,-0.012730265,-0.0053132866,-0.019138826,-0.009541159,0.0068874634,0.014321001,0.010298082,0.005083935,0.02381185,0.03136929,0.03637194,0.021274405,-0.01571291,-0.00851944,-0.024120638,-0.014976408
-0.00081438886,0.006563909,-0.0012240745,-0.00072456105,0.00076405704,0.008178959,0.0011652024,0.000886745,-0.0123523995,-0.0049326066,-0.018552423,-0.00980063,0.006624316,0.014057,0.0099256765,0.0052374625,0.023695286,0.031107528,0.036235906,0.02352639,-0.015599147,-0.008440009,-0.02393078,-0.01633349
-0.0009166045,0.006469526,-0.0013760859,-0.00077634514,0.0008066846,0.00823559,0.0012357533,0.0009121329,-0.012609121,-0.005167801,-0.018904293,-0.0093891295,0.006769483,0.0142104095,0.010163029,0.0049749883,0.026315965,0.033592097,0.040023588,0.02483716,-0.017089969,-0.009941603,-0.026102398,-0.01712714
-0.0009825734,0.006406581,-0.0014737084,-0.00089222146,0.0008369868,0.008275126,0.0012811429,0.0009848478,-0.012829632,-0.0053873435,-0.019237114,-0.00931626,0.0068747373,0.014321338,0.010323737,0.0049313293,0.02803903,0.035240635,0.04251653,0.027861448,-0.01809347,-0.0109223025,-0.027515499,-0.018978186
-0.0009922399,0.00639474,-0.0014874815,-0.000978799,0.0008420531,0.008284409,0.0012846976,0.0010427134,-0.012595186,-0.005181432,-0.018906174,-0.009372791,0.0067285593,0.01416932,0.0100946715,0.0049647395,0.028268883,0.03560495,0.043027483,0.030154383,-0.018258808,-0.011088337,-0.027765572,-0.02038813
-0.0010105523,0.0063725235,-0.001515951,-0.0010144382,0.0008585672,0.008301673,0.0013020292,0.0010694283,-0.012006953,-0.004634915,-0.018080994,-0.009473463,0.00637593,0.013822818,0.009561184,0.005019911,0.028750615,0.03623264,0.043868527,0.03113178,-0.01857493,-0.011383,-0.02824417,-0.020953929
-0.0010034039,0.006378524,-0.0015092408,-0.0010988646,0.00085926696,0.008299439,0.0012966979,0.0011275196,-0.011763352,-0.0044073304,-0.017756952,-0.009611537,0.0062109367,0.013669306,0.0092995195,0.005087586,0.028594228,0.036127947,0.043593567,0.03338411,-0.018416451,-0.011293436,-0.028073395,-0.022356855
-0.0010174732,0.006367689,-0.0015361459,-0.0012263382,0.0008701994,0.00830415,0.0013098251,0.0012167166,-0.011849807,-0.004507548,-0.017920887,-0.00974512,0.0062301676,0.013694409,0.009303216,0.005147849,0.028937247,0.03651027,0.04410098,0.03680924,-0.018623851,-0.011554328,-0.02839729,-0.024527805
-0.0011213546,0.0062773777,-0.001696235,-0.0012719806,0.00092172995,0.008361282,0.0013915878,0.001243784,-0.011568628,-0.004191594,-0.01749183,-0.00953288,0.0060439133,0.013516627,0.009008639,0.005005424,0.03154182,0.039153796,0.048091248,0.03810464,-0.020189524,-0.0131539,-0.030761404,-0.025281347
-0.0011652549,0.0062300693,-0.0017677039,-0.001405864,0.0009474163,0.008377089,0.0014297226,0.0013323149,-0.011668426,-0.0042643687,-0.017623533,-0.009530198,0.006061274,0.013514642,0.009002412,0.0050032786,0.032690868,0.040358987,0.04984652,0.041757766,-0.020864865,-0.013863866,-0.031819943,-0.027566804
-0.0012871734,0.0061185556,-0.0019521771,-0.0014474986,0.0010075297,0.008439262,0.0015164798,0.0013539424,-0.011617715,-0.0041909134,-0.017522652,-0.009217907,0.006021162,0.013467237,0.008921801,0.0048046126,0.035688434,0.043443844,0.054452036,0.04282627,-0.022668662,-0.015616997,-0.034550913,-0.028239222
-0.0012898014,0.0061215204,-0.0019554002,-0.0014979719,0.0010047054,0.008437163,0.0015045316,0.0013822884,-0.011182761,-0.0037516141,-0.016852565,-0.009224665,0.005736296,0.013169032,0.008472378,0.004822792,0.03570149,0.04360745,0.05453951,0.04408344,-0.02268868,-0.015580415,-0.03462854,-0.028984612
-0.001286726,0.0061254306,-0.0019496791,-0.0015820193,0.0009973099,0.0084324265,0.0014890782,0.0014334935,-0.010843205,-0.0034084031,-0.016303854,-0.009217714,0.005488154,0.012913807,0.008093594,0.004823848,0.03553129,0.043614745,0.054242518,0.046183623,-0.022582967,-0.0154967485,-0.03452232,-0.03026548
-0.0012945066,0.006124052,-0.0019607388,-0.0016748436,0.0009925506,0.008434506,0.0014816546,0.0014933939,-0.010499017,-0.0030656615,-0.015727391,-0.009196487,0.0052313614,0.01266286,0.007724056,0.0048099672,0.035609093,0.043834127,0.054377325,0.04861392,-0.022576472,-0.015578096,-0.034569792,-0.031765126
-0.0014109924,0.0060190363,-0.0021317075,-0.0017207529,0.0010467333,0.0085008005,0.0015681132,0.0015200356,-0.01017139,-0.0027420772,-0.015218361,-0.008940314,0.005021065,0.01245565,0.0074173235,0.0046441522,0.038449436,0.046704426,0.05868433,0.049794856,-0.024233148,-0.01730033,-0.037070073,-0.03248363
-0.0014910542,0.005946309,-0.0022444592,-0.0017633002,0.0010859699,0.008546407,0.0016273204,0.0015456972,-0.009671885,-0.0022186562,-0.0144514935,-0.008775429,0.004695532,0.012139688,0.006936434,0.0045357132,0.040428095,0.048619457,0.061710574,0.050983973,-0.025367666,-0.018491123,-0.038828384,-0.03321466
-0.0015379195,0.005905415,-0.002306174,-0.0018450686,0.0011037422,0.00856453,0.0016468114,0.0015949999,-0.009742266,-0.0022713887,-0.014602265,-0.008502056,0.0047175037,0.01216208,0.0069623953,0.004373613,0.04151406,0.04962743,0.06324486,0.05320072,-0.025977127,-0.019098654,-0.039738297,-0.03455826
-0.0016094474,0.0058351755,-0.0024093972,-0.0018981801,0.0011374931,0.008606396,0.0016962257,0.0016261449,-0.009143745,-0.0016497523,-0.013709681,-0.008353263,0.0043233945,0.011769882,0.0063951267,0.004285209,0.04327327,0.051303804,0.06576206,0.054669503,-0.027013775,-0.020139437,-0.041297954,-0.035436004
-0.0016983093,0.005748586,-0.0025448073,-0.0019349853,0.0011805653,0.0086591495,0.0017633669,0.0016474229,-0.008610251,-0.001078317,-0.012887468,-0.008128298,0.0039783777,0.011418109,0.0058887186,0.0041395575,0.045536373,0.053464524,0.068977244,0.055625852,-0.02836768,-0.021492802,-0.043215055,-0.036028862
-0.0017493127,0.005699531,-0.002626932,-0.0019870123,0.0012047961,0.0086869635,0.0017991913,0.0016795705,-0.00797461,-0.00042577367,-0.011899114,-0.008025315,0.0035659578,0.010995268,0.0052614864,0.0040534446,0.046849206,0.054629516,0.070769355,0.056907266,-0.029182034,-0.022261012,-0.044270035,-0.036859047
-0.0017823938,0.005671395,-0.0026804598,-0.0020469152,0.0012132886,0.008699496,0.0018134105,0.0017135803,-0.007416361,0.00013543293,-0.011035815,-0.007886647,0.0032083376,0.010620909,0.00471801,0.0039467365,0.04765453,0.05520656,0.071877465,0.058424067,-0.029683018,-0.022677314,-0.044857726,-0.03781117
-0.0018187166,0.0056415116,-0.0027419575,-0.0020776761,0.0012232441,0.008712266,0.0018255326,0.0017272354,-0.007295564,0.0002627452,-0.010858106,-0.0074567897,0.0031418297,0.010545731,0.0046062917,0.0036678049,0.04859479,0.055935893,0.07326136,0.05913255,-0.03022076,-0.023104955,-0.045598514,-0.038173858
-0.0018976437,0.0055665607,-0.0028686926,-0.0020879866,0.0012607938,0.008755381,0.0018771063,0.0017289716,-0.0069788955,0.00057402113,-0.010405307,-0.0070133694,0.0029634906,0.0103675835,0.0043410184,0.003396519,0.05055962,0.057992216,0.07620172,0.059246752,-0.031414635,-0.024284255,-0.04738978,-0.038174313
-0.001982121,0.005490415,-0.0030019437,-0.0021128948,0.0012949576,0.008799527,0.001924752,0.0017380267,-0.0068502547,0.0007018596,-0.01022431,-0.0064555323,0.0028976477,0.010307657,0.004258373,0.0030435452,0.052545607,0.06012578,0.07923914,0.059695315,-0.032544844,-0.025454905,-0.049192276,-0.038462482
-0.0019816177,0.0054936404,-0.0030057475,-0.002216528,0.0012849265,0.008795444,0.0019067836,0.0018016151,-0.0068540834,0.00068863435,-0.010259907,-0.006266234,0.0028835572,0.010302924,0.004240431,0.0029037634,0.052431144,0.060110644,0.07901992,0.062273998,-0.03242843,-0.02527947,-0.048980083,-0.04015097
-0.0020499509,0.005435407,-0.0031108395,-0.002256977,0.0013029529,0.008827124,0.0019378013,0.0018198651,-0.006733224,0.00080813887,-0.010090025,-0.005747572,0.0028127835,0.01025974,0.004150212,0.0025432261,0.053945005,0.06172003,0.08133705,0.06316919,-0.03331809,-0.026088294,-0.050244577,-0.04077937
-0.0021134617,0.0053805606,-0.003207971,-0.002271225,0.0013198993,0.008850468,0.0019661232,0.0018236465,-0.006585284,0.0009428309,-0.00986932,-0.00518754,0.0027387338,0.010201467,0.0040338896,0.0021631753,0.055309474,0.06328669,0.08358052,0.06343524,-0.034160208,-0.026879523,-0.051434346,-0.040981296
-0.0021517628,0.005344904,-0.0032656123,-0.0023510028,0.001328788,0.008859072,0.00198236,0.0018780701,-0.00654371,0.00097099366,-0.009781649,-0.00483498,0.0026951395,0.010160112,0.003956269,0.0019219308,0.056187492,0.06419125,0.0848918,0.06557581,-0.034670617,-0.027347613,-0.052122332,-0.042329703
-0.0021777763,0.005325865,-0.003301734,-0.0023900827,0.0013169517,0.008854083,0.0019705405,0.0019016627,-0.006444321,0.0010639154,-0.0096109165,-0.004241875,0.0026410695,0.010103589,0.003862535,0.0015429524,0.056595113,0.06460914,0.085687704,0.06678058,-0.034810048,-0.027540244,-0.0523071,-0.042982735
-0.0022415658,0.005270548,-0.003389832,-0.002412692,0.0013183487,0.008859897,0.001974737,0.0019121122,-0.0064031146,0.0010774024,-0.009546288,-0.0033611031,0.0026346277,0.010080103,0.0038308841,0.0009916029,0.057912596,0.06586319,0.08772102,0.06747297,-0.035460174,-0.028211739,-0.053215656,-0.043290716
-0.0022504318,0.005260843,-0.0034024715,-0.0024540485,0.0012968847,0.008842684,0.0019462404,0.0019369925,-0.0060982658,0.0013561151,-0.009099616,-0.0027672683,0.0024450498,0.009881303,0.003561621,0.0006106339,0.057885382,0.065831296,0.08770999,0.06860027,-0.03535187,-0.028108127,-0.053055257,-0.043899998
-0.0022963283,0.00522035,-0.0034699908,-0.0024853447,0.0012985903,0.00885251,0.0019428988,0.0019507268,-0.0061044423,0.0013337517,-0.009124563,-0.0020846347,0.002461087,0.009888644,0.0035754642,0.00016884989,0.05872245,0.066693,0.08895812,0.0693622,-0.035818797,-0.028577313,-0.053786755,-0.04433697
-0.002332103,0.005197591,-0.003521511,-0.0025210339,0.0012886339,0.008847145,0.0019197187,0.0019663817,-0.0061954875,0.001239867,-0.009287277,-0.0012236852,0.00251996,0.0099609485,0.0036647948,-0.0003946553,0.059163753,0.06722894,0.08964701,0.07014863,-0.036035184,-0.028771333,-0.054237854,-0.044789515
-0.0024384807,0.0051033283,-0.0036790476,-0.0025160227,0.0013303271,0.008893748,0.0019800686,0.0019548004,-0.0060940105,0.0013448284,-0.009139783,-0.0004966951,0.0024679569,0.009927509,0.0035991082,-0.00086510024,0.061605692,0.069809444,0.09343212,0.0698892,-0.037482984,-0.030195884,-0.056455836,-0.044605058
-0.0024679124,0.005076719,-0.0037239233,-0.0025756217,0.0013242966,0.008890026,0.0019757033,0.001992713,-0.0060604634,0.0014033793,-0.009058852,4.510238e-05,0.0024082905,0.009874142,0.0035350153,-0.0012341045,0.062194213,0.07030586,0.09427823,0.07137759,-0.037683163,-0.030400567,-0.056828238,-0.045587976
-0.002489462,0.005064941,-0.0037606594,-0.0025854423,0.0013043554,0.008877696,0.0019497296,0.0019931323,-0.0061125923,0.0013922551,-0.009102739,0.0008076273,0.0024152554,0.009904066,0.0035902024,-0.0017336768,0.062481873,0.07045751,0.094634525,0.07151565,-0.037645817,-0.030359987,-0.05682816,-0.04572513
-0.002522205,0.005038757,-0.0038180763,-0.002579655,0.0012979595,0.008879255,0.0019452136,0.0019814079,-0.006064375,0.0014712708,-0.008998489,0.0014892914,0.0023797085,0.009888282,0.0035718554,-0.0021648845,0.063129626,0.07104429,0.095587194,0.07128572,-0.03784439,-0.030590922,-0.057175137,-0.04557692
-0.0025521838,0.0050121164,-0.0038684206,-0.002584758,0.0012923693,0.008875228,0.0019364844,0.0019808407,-0.0060451115,0.0015011053,-0.008962058,0.0021659539,0.0023713124,0.009881968,0.0035600099,-0.0026005455,0.063738726,0.071582355,0.096399546,0.07132665,-0.038100865,-0.030838605,-0.057445876,-0.045599103
-0.0026159121,0.0049566217,-0.003961337,-0.002567284,0.0013049348,0.008891085,0.001950139,0.001960918,-0.0060435245,0.001521565,-0.0089587,0.002995509,0.002391445,0.009910474,0.0035783025,-0.0031263824,0.065081105,0.07292309,0.0983267,0.07077985,-0.038814615,-0.031543583,-0.058437873,-0.045218177
-0.0026701675,0.0049079703,-0.004037144,-0.002551552,0.001310476,0.008899507,0.0019559981,0.0019437909,-0.0060252724,0.0015480123,-0.008926274,0.003818676,0.00240025,0.009926803,0.0035771816,-0.003664566,0.06608882,0.074055105,0.099933825,0.0703006,-0.03939379,-0.032106005,-0.059223827,-0.04488053
-0.002686281,0.004897481,-0.0040567685,-0.0025183023,0.0012956426,0.008892829,0.0019344338,0.0019157192,-0.0057061836,0.0018723556,-0.008443752,0.0044615157,0.0022242847,0.009760574,0.003302125,-0.0040910714,0.06619733,0.074255064,0.10023946,0.0694457,-0.03941568,-0.032116655,-0.05915786,-0.04424494
-0.0027947128,0.004799458,-0.004211513,-0.0024711029,0.0013345642,0.008940888,0.0019883336,0.0018748444,-0.0055382056,0.002039825,-0.008185988,0.0051811044,0.0021424908,0.009690529,0.0031552296,-0.004554714,0.06873695,0.07674081,0.10392166,0.06815942,-0.040902495,-0.033558488,-0.06118564,-0.0433363
-0.0028871694,0.004715697,-0.004343143,-0.0024320288,0.0013635426,0.008978272,0.0020234953,0.001839622,-0.005396328,0.00217273,-0.007993042,0.0058944803,0.002070485,0.009637801,0.0030344082,-0.0050143795,0.0708918,0.07879216,0.1069587,0.06707437,-0.04216413,-0.03474307,-0.06290947,-0.042542037
-0.0029346463,0.0046710665,-0.0044132853,-0.0024844434,0.0013693376,0.008993043,0.0020265202,0.0018712018,-0.0052872766,0.0022554994,-0.007863612,0.0063282624,0.0019903032,0.009556035,0.0029024598,-0.00530365,0.07189141,0.07969431,0.10837655,0.06846193,-0.042721715,-0.03520908,-0.06366955,-0.043366164
-0.0030545054,0.004559775,-0.004591802,-0.0024032355,0.0014162973,0.009050186,0.0020959722,0.0018089854,-0.004900272,0.0026083104,-0.0073192576,0.0070977174,0.0018067772,0.009385137,0.0026301164,-0.005788602,0.07475976,0.08259522,0.11262715,0.06622905,-0.044406682,-0.036856443,-0.066110894,-0.041910622
-0.0030972706,0.00451708,-0.004665953,-0.0023885355,0.0014230302,0.009061778,0.0021090568,0.0017983168,-0.00458818,0.0028960938,-0.0068426575,0.0076529533,0.0016358637,0.009209454,0.0023802477,-0.0061628846,0.075669505,0.08357189,0.1140612,0.06576699,-0.044869613,-0.037360236,-0.06692506,-0.0416425
-0.0031365585,0.0044820327,-0.0047288137,-0.0023535695,0.0014207611,0.009069026,0.002108436,0.0017687196,-0.004426102,0.0030477054,-0.0065871608,0.008302935,0.0015602668,0.009134701,0.002280212,-0.0065808664,0.076423116,0.08437507,0.1152497,0.06474429,-0.045221493,-0.03774421,-0.06753051,-0.041016363
-0.0031316234,0.004489088,-0.0047234474,-0.002320816,0.0013916802,0.009044211,0.002068201,0.0017416057,-0.0042001717,0.003292569,-0.006238178,0.008978687,0.0014290728,0.009009181,0.0021020547,-0.0070110527,0.07603615,0.08398283,0.114778504,0.063784204,-0.044880725,-0.03741811,-0.06712614,-0.04039706
-0.0031875637,0.0044392115,-0.0047992966,-0.0022725088,0.001400204,0.009057301,0.0020817788,0.0017028791,-0.0040799426,0.003416345,-0.0060704094,0.009736259,0.0013786587,0.008972821,0.0020332353,-0.0074910177,0.0771998,0.0851597,0.11656299,0.06241704,-0.045494895,-0.038022917,-0.06805708,-0.039531574
-0.003254013,0.004378654,-0.0048861117,-0.0022274517,0.0014150327,0.009072989,0.0021046475,0.00166637,-0.003974595,0.003525097,-0.0059246346,0.01052098,0.0013261717,0.008934345,0.0019620634,-0.007990161,0.07865912,0.086570226,0.118681625,0.06112006,-0.04628263,-0.038797844,-0.06922984,-0.0387032
-0.0033294854,0.0043129334,-0.004982559,-0.0021639334,0.0014316903,0.009089937,0.0021314835,0.001614884,-0.003772672,0.0037213084,-0.005633155,0.011387851,0.0012234424,0.00884876,0.0018233084,-0.008539935,0.08029337,0.08814045,0.12106424,0.059371863,-0.04715629,-0.039671358,-0.07058217,-0.037573446
-0.0032988843,0.004346854,-0.0049341335,-0.002139087,0.0013810041,0.009038177,0.0020625337,0.0015939081,-0.0034113703,0.004063743,-0.0050936393,0.012162743,0.0010113781,0.008628896,0.0015165532,-0.009055219,0.07916902,0.0869392,0.11944279,0.058656614,-0.046324898,-0.038870197,-0.06946108,-0.037144512
-0.0033407065,0.0043159835,-0.004997342,-0.0021049576,0.0013829874,0.009042859,0.0020688612,0.0015624475,-0.0033161673,0.0041626357,-0.0049443175,0.012813285,0.00097626384,0.008584171,0.0014583381,-0.0094705,0.079970494,0.087663054,0.12075152,0.057704847,-0.04673763,-0.03927311,-0.070193335,-0.036524735
-0.0033382748,0.0043248227,-0.0049997666,-0.0020376456,0.0013558029,0.009020461,0.0020291517,0.0015103549,-0.0030558365,0.0044279606,-0.004558971,0.013565292,0.00085813255,0.008459576,0.0012671776,-0.0099573685,0.07959767,0.08734872,0.12039552,0.055876505,-0.046479385,-0.038989123,-0.06981613,-0.035349645
-0.0032996514,0.0043663164,-0.004947351,-0.0019844684,0.0013016387,0.008976292,0.0019456334,0.001469597,-0.0027812466,0.0046921466,-0.0041533043,0.014311424,0.0007300314,0.008315512,0.0010412943,-0.010443001,0.07827572,0.08601554,0.11853299,0.054460205,-0.045593373,-0.038060833,-0.06840796,-0.03442447
-0.0033407102,0.004336228,-0.005010445,-0.0018892688,0.0012966081,0.008985927,0.0019336741,0.0013971804,-0.0024864776,0.0049852286,-0.0037368927,0.015118667,0.0006078948,0.008196322,0.00082833576,-0.010951658,0.07905239,0.08680758,0.1197118,0.051895346,-0.045992464,-0.03838811,-0.06885547,-0.032735623
-0.0033188232,0.0043601617,-0.004986586,-0.0018379573,0.0012564922,0.008955327,0.0018768508,0.0013591293,-0.0021681013,0.0053331014,-0.003257865,0.015776787,0.00042530143,0.008022181,0.0005525559,-0.011382715,0.07826453,0.08602778,0.11846926,0.050439592,-0.045389023,-0.037776697,-0.067953415,-0.031785868
-0.003369929,0.004320627,-0.005063173,-0.001748898,0.0012628941,0.008972723,0.0018861184,0.0012928803,-0.0020482494,0.0054714405,-0.0030896845,0.016489988,0.0003804696,0.008002006,0.000493904,-0.011836131,0.079368874,0.08713914,0.11994746,0.047938813,-0.04597945,-0.03829452,-0.068745255,-0.0301821
-0.003494749,0.0042058206,-0.005250199,-0.0016109026,0.0013206209,0.009039358,0.0019764667,0.0011924957,-0.0015486343,0.0059935185,-0.0023568824,0.01714415,0.000121923134,0.0077647343,0.00012201685,-0.012241428,0.08257256,0.09028532,0.12456637,0.044148564,-0.047889855,-0.04014031,-0.07146712,-0.027741086
-0.00347561,0.0042195003,-0.005231049,-0.0015689777,0.0012953569,0.009016952,0.0019484311,0.001166213,-0.0011660003,0.0064037703,-0.0017607918,0.017508917,-0.000111204296,0.0075280922,-0.0002127447,-0.012493637,0.08206415,0.0897747,0.123706765,0.04294141,-0.047505967,-0.03979755,-0.070953004,-0.02700236
-0.0035369329,0.0041665747,-0.005328325,-0.0014634773,0.0013121401,0.009045534,0.001982173,0.0010884925,-0.00089689053,0.0067107882,-0.0013386306,0.018060837,-0.0002389894,0.0073986175,-0.0003966286,-0.01284016,0.08346408,0.09132638,0.1258201,0.040011242,-0.048288345,-0.040654782,-0.0722779,-0.025152795
-0.0035742181,0.0041352557,-0.005380416,-0.001361274,0.0013088682,0.009046806,0.0019836512,0.001010157,-0.0006609339,0.006985353,-0.0009826584,0.018823856,-0.00035555492,0.007292449,-0.00054476026,-0.01331385,0.084189564,0.09216786,0.1268975,0.037205674,-0.048630957,-0.041032147,-0.07295805,-0.023331933
-0.0036243289,0.0040880158,-0.0054524713,-0.0012649263,0.0013227657,0.009063529,0.0020057259,0.0009374114,-0.00043453288,0.00725869,-0.00061976514,0.019386256,-0.0004715097,0.00717717,-0.0007049362,-0.01366316,0.0853439,0.09333764,0.12855494,0.03452073,-0.049258698,-0.04170103,-0.074069835,-0.021631323
-0.003581712,0.004128038,-0.005383056,-0.0012085026,0.0012910222,0.00903025,0.0019574687,0.0008958308,0.000121206685,0.007803973,0.000190767,0.019491771,-0.0007950967,0.00684889,-0.0011843989,-0.013713279,0.08419015,0.09221182,0.12678207,0.03294772,-0.04856193,-0.04099609,-0.07298058,-0.020616274
-0.0035929698,0.0041202316,-0.0053963657,-0.0011255764,0.0012768613,0.009020543,0.001931438,0.0008346407,0.00036399788,0.008050195,0.0005545105,0.02010202,-0.0009214965,0.0067350175,-0.0013563647,-0.01410478,0.08424996,0.09226917,0.12680374,0.030622916,-0.04854697,-0.04094501,-0.07292897,-0.019156074
-0.0036571582,0.0040631043,-0.005488641,-0.00097377005,0.0012989916,0.009050703,0.001960904,0.00072496413,0.00091397855,0.008587799,0.0013858302,0.02066618,-0.0012054425,0.0064743613,-0.001768326,-0.014451767,0.0856855,0.093759276,0.12905116,0.026510224,-0.049420904,-0.04177164,-0.074180186,-0.016537832
-0.0036814648,0.004044922,-0.005519133,-0.0008575001,0.0012971062,0.009055696,0.0019497855,0.00064148917,0.0012302997,0.0088870395,0.001866018,0.02126115,-0.0013579554,0.0063413316,-0.0019786505,-0.014825316,0.08598696,0.09414332,0.12957531,0.023350745,-0.04957764,-0.04190399,-0.07442672,-0.01452436
-0.0036871994,0.004045534,-0.0055233766,-0.0007560075,0.0012800161,0.009043343,0.0019220694,0.00056764245,0.0014781081,0.009131629,0.002255483,0.021938166,-0.0014777461,0.0062368326,-0.002132946,-0.015249497,0.08581127,0.09401247,0.12940226,0.020596443,-0.049381565,-0.04170028,-0.07423028,-0.01272944
